SampleNo,DriverGender,DriverAge,YearsLicensed,Licensed Age,WindscreenExtension,RentalCar,Alarm,GarageType,FinanceType,StandardExcess,LicenceType,CurrentInsurer,Modified,Num Claims,Num Claims in 3 years,Num Claims in 5 years,Vehicle Sum Insured,TypeOfUse,CoverType,ExistingPolicies,RoadsideRescue,Other Accessories,Additional Driver,AAMember_B,Start Date,Immobliser,HasPassengerFare,HasTradeUse,HCusinessUseType,IsACustomer,Vehicle Year,Make,Model,gd2000_xcoord,gd2000_ycoord,X_Coord,Y_Coord
914,Female,35,17,18,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,32400,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mazda,Bt-50,169.9568927,-46.12448355,1364898.357,4887618.764
915,Female,25,6,19,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,116250,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,BMW,X6,169.9642022,-46.12452828,1365463.238,4887635.409
916,Male,25,8,17,No,No,No,Driveway,NO,400,NZRESTRICTED,B,No,0,0,0,14970,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Great Wall,V200,169.957656,-46.12071135,1364941.269,4888040.127
917,Female,23,0,23,No,No,No,Street,AA Finance,400,NZFULL,H,No,0,0,0,22860,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Kia,Cerato,169.9630132,-46.11547683,1365332.925,4888637.542
918,Male,31,12,19,No,No,No,Street,NO,400,NZFULL,E,No,0,0,0,20010,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Holden,Gsman,169.9637309,-46.12091967,1365411.498,4888034.945
919,Female,42,24,18,No,No,No,Street,NO,400,NZFULL,B,No,0,0,0,115550,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Audi,A7,169.9746492,-46.13114313,1366298.314,4886931.278
920,Female,28,9,19,No,No,Yes,Carport,NO,400,NZFULL,H,No,0,0,0,36200,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mazda,Mazda3,169.9699074,-46.13254983,1365937.998,4886761.021
921,Male,28,10,18,No,No,Yes,Driveway,NO,400,NZLEARNERS,B,No,0,0,0,19357,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Ford,Ranger,168.7344168,-45.0249547,1263952.772,5005420.094
922,Male,34,15,19,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,18650,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Ford,Fiesta,169.2037481,-45.04517187,1301032.597,5005017.443
923,Female,36,16,20,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,36733,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Audi,A4,175.2471213,-37.79808867,1797843.688,5814208.603
924,Male,17,0,17,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,49400,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Audi,Sq5,174.827759,-41.32716973,1752958.082,5423311.583
925,Male,51,32,19,No,No,Yes,Driveway,NO,400,NZFULL,H,No,0,0,0,32733,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Toyota,Hilux,174.8160831,-41.30883415,1752023.544,5425367.778
926,Male,40,22,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,22190,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Honda,Crz,174.7980606,-41.32077402,1750487.35,5424073.603
927,Female,40,23,17,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,23683,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Nissan,Navara St,174.8157041,-41.33575997,1751929.244,5422379.058
928,Male,19,1,18,No,No,No,Garage,NO,400,Australian,D,No,0,0,0,47050,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Subaru,Wrx,174.8261903,-41.3184791,1752847.111,5424279.209
929,Male,22,2,20,No,No,Yes,Garage,NO,400,NZFULL,A,No,0,0,0,18027,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Suzuki,Jimny,170.4798966,-45.87144248,1404412.968,4917147.555
930,Female,42,24,18,No,No,Yes,Driveway,AA Finance,400,NZFULL,H,No,0,0,0,60850,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Nissan,370z,170.4573957,-45.86864497,1402656.784,4917402.948
931,Female,35,17,18,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,22103,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Toyota,Hiace,170.4574336,-45.8974499,1402761.749,4914202.776
932,Male,66,30,36,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,50850,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Toyota,Highlander,170.4785281,-45.88937488,1404369.743,4915151.886
933,Female,28,8,20,No,No,No,Street,NO,400,NZFULL,D,No,0,0,0,41260,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Ford,Transit Cargo,170.487825,-45.88523523,1405076.549,4915634.571
934,Male,23,6,17,No,No,No,Garage,AA Finance,400,NZFULL,B,No,0,0,0,16300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Toyota,Yaris,170.4826969,-45.88918662,1404692.516,4915183.019
935,Female,28,9,19,No,No,Yes,Driveway,AA Finance,400,NZFULL,H,No,0,0,0,30850,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Subaru,Xv,170.4832243,-45.8854319,1404720.27,4915601.466
936,Male,25,7,18,No,No,Yes,Driveway,NO,400,NZFULL,F,No,0,0,0,17823,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Suzuki,Baleno,170.4580816,-45.8651965,1402697.812,4917787.773
937,Female,24,6,18,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,32423,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Toyota,Hilux,170.4848243,-45.89145607,1404865.522,4914936.088
938,Male,19,1,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,16253,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Holden,Commodore,170.4758572,-45.88362052,1404142.289,4915784.648
939,Female,53,29,24,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,38900,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Mitsubishi,Triton,170.4821062,-45.88142013,1404619.446,4916044.441
940,Female,51,14,37,No,No,No,Carport,NO,400,NZFULL,J,No,0,0,0,38785,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Porsche,Boxster,170.4698467,-45.8646973,1403609.235,4917872.263
941,Male,85,66,19,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,39457,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Kia,Carnival,174.7983581,-41.29792755,1750564.822,5426609.562
942,Female,40,21,19,No,No,No,Street,NO,400,NZFULL,A,No,0,0,0,55600,Business Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Jeep,Wrangler,170.4690784,-45.8907926,1403641.595,4914971.15
943,Male,24,0,24,No,No,No,Driveway,NO,400,NZFULL,C,No,1,0,1,29900,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Kia,Soul,174.7626081,-36.90283845,1757036.234,5914455.328
944,Female,45,27,18,No,No,No,Street,NO,400,NZFULL,H,No,0,0,0,14023,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Holden,Barina,174.7637756,-36.90789605,1757129.884,5913892.283
945,Male,42,23,19,No,No,No,Street,NO,400,NZRESTRICTED,A,No,1,1,1,34370,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Ford,Escape,174.7701642,-36.87650458,1757763.692,5917364.501
946,Female,36,17,19,No,No,No,Driveway,NO,400,NZFULL,H,No,1,1,1,8917,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2006,Suzuki,Grand Vitara,174.773769,-36.894523,1758047.836,5915359.463
947,Female,22,4,18,No,No,No,Carport,NO,400,NZFULL,G,No,0,0,0,44640,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Holden,Colorado,174.7723384,-36.88312017,1757943.852,5916626.932
948,Male,22,4,18,No,No,Yes,Carport,NO,400,NZFULL,D,No,0,0,0,41817,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Volkswagen,Amarok,174.7711217,-36.89682802,1757807.186,5915108.112
949,Female,40,21,19,No,No,No,Carport,NO,400,NZRESTRICTED,C,No,0,0,0,23050,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Nissan,Navara Rx,174.7693469,-36.90251512,1757637.334,5914480.084
950,Male,24,5,19,No,No,Yes,Carport,AA Finance,400,NZFULL,D,No,0,0,0,20067,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Toyota,Hilux,174.7765228,-36.87902365,1758325.243,5917074.49
951,Male,27,6,21,No,No,Yes,Garage,AA Finance,400,NZFULL,B,No,0,0,0,27183,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Subaru,Outback,174.7654859,-36.88626773,1757326.669,5916289.043
952,Female,36,18,18,No,No,No,Carport,AA Finance,400,NZFULL,D,No,0,0,0,145300,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mercedes-Benz,G350,174.7180082,-36.91696253,1753034.124,5912960.823
953,Female,42,24,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,18600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Suzuki,Baleno,174.7763021,-36.90041533,1758261.391,5914701.531
954,Male,25,8,17,No,No,No,H,NO,400,Australian,H,No,0,0,0,32547,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Hiace,174.7649115,-36.89782548,1757251.759,5915007.703
955,Female,34,18,16,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,32203,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Hyundai,Ix35,174.7712105,-36.8885726,1757832.101,5916023.872
956,Female,24,3,21,No,No,No,H,NO,400,Australian,H,No,4,1,2,67130,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Audi,Sq5,174.7644042,-36.88946182,1757223.715,5915936.454
957,Male,53,34,19,No,No,No,Driveway,NO,400,Australian,A,No,0,0,0,9783,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Suzuki,Sx4,174.7337744,-36.89723832,1754478.42,5915123.721
958,Female,34,16,18,No,No,No,Carport,NO,400,Australian,B,No,0,0,0,26153,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Holden,Astra,174.7462127,-36.92501892,1755530.329,5912021.358
959,Male,68,47,21,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,21060,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Nissan,Navara St-X,174.738119,-36.88867395,1754882.864,5916066.857
960,Female,21,0,21,No,No,No,Driveway,NO,400,Australian,G,No,0,0,0,21597,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Mazda,Mazda6,174.7354528,-36.92495895,1754572.013,5912045.512
961,Male,72,53,19,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,6270,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2002,Suzuki,Grand Vitara,174.7417364,-36.88655792,1755209.522,5916295.743
962,Male,24,7,17,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,8750,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2002,Jeep,Cherokee,174.7472347,-36.8887913,1755694.992,5916039.001
963,Male,40,21,19,No,No,Yes,Driveway,NO,400,NZFULL,E,No,0,0,0,36575,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Holden,Calais,174.7376323,-36.91452655,1754787.244,5913199.41
964,Male,43,25,18,No,No,No,Driveway,NO,400,NZFULL,J,No,2,2,2,29895,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,BMW,M135i,174.7471192,-36.91630862,1755628.783,5912986.254
965,Female,41,23,18,No,No,No,Driveway,NO,400,NZFULL,E,No,2,1,2,50700,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Ford,Transit Cargo,174.7376396,-36.89645397,1754824.422,5915204.475
966,Female,38,19,19,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,13697,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Holden,Commodore,174.7291736,-36.89913037,1754064.651,5914921.247
967,Female,40,22,18,No,No,Yes,Garage,NO,400,NZFULL,C,No,4,3,4,10177,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Hyundai,I30,174.7461893,-36.92467817,1755528.937,5912059.202
968,Male,24,5,19,No,No,Yes,Garage,NO,400,NZFULL,G,No,0,0,0,10627,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Volkswagen,Polo,174.7484152,-36.91781317,1755741.177,5912817.214
969,Male,25,6,19,No,No,No,Driveway,NO,400,NZRESTRICTED,C,No,0,0,0,51485,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Holden,Caprice,174.7304138,-36.92834435,1754116.348,5911678.073
970,Male,20,1,19,No,No,No,Carport,AA Finance,400,NZLEARNERS,C,No,0,0,0,45600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Toyota,Hiace,174.7207894,-36.92032553,1753275.152,5912583.245
971,Male,21,3,18,No,No,No,Garage,NO,400,NZFULL,C,No,1,0,0,19670,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Hyundai,I30,174.8017448,-41.29512887,1750854.831,5426914.396
972,Male,40,23,17,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,18957,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Nissan,X-Trail,174.7752285,-41.28964103,1748647.066,5427569.42
973,Male,27,5,22,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,10783,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Nissan,Micra,174.772143,-41.29612352,1748374,5426854.999
974,Male,60,41,19,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,28875,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Holden,Commodore,172.3289761,-41.80185032,1544255.179,5372006.137
975,Male,19,0,19,No,No,No,Carport,NO,400,NZFULL,G,No,0,0,0,65500,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Toyota,Landcruiser,172.3214921,-41.80534803,1543636.514,5371612.92
976,Male,45,21,24,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,33300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Toyota,Camry,172.3252511,-41.79938215,1543943.575,5372277.745
977,Male,45,26,19,No,No,No,Garage,NO,400,NZRESTRICTED,F,No,3,1,3,8433,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2006,Honda,Elysion,172.3322701,-41.79901895,1544526.385,5372322.623
978,Female,30,12,18,No,No,Yes,Driveway,NO,400,NZFULL,H,No,2,1,2,43725,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Subaru,Forester,172.3370201,-41.80036178,1544922.157,5372176.589
979,Male,49,30,19,No,No,No,Carport,AA Finance,400,NZFULL,G,No,0,0,0,9383,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Suzuki,Splash,172.328228,-41.80739093,1544197.839,5371390.5
980,Male,54,35,19,No,No,No,Carport,NO,400,NZFULL,E,No,0,0,0,16570,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Kia,Cerato,172.3256719,-41.80612267,1543984.405,5371529.647
981,Male,20,1,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,35013,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Toyota,Hilux,173.2588012,-41.27690187,1621674.241,5430471.17
982,Male,43,24,19,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,64800,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Ford,Everest,171.7660531,-43.90415877,1500909.985,5138031.954
983,Female,35,16,19,No,No,No,Driveway,NO,400,NZFULL,H,No,2,2,2,30743,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Hyundai,Tucson,171.7503332,-43.88844487,1499621.22,5139758.271
984,Male,53,34,19,No,No,No,Driveway,NO,400,NZFULL,H,No,1,0,0,41900,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Mini,Convertible,171.7667948,-43.89869225,1500960.484,5138639.993
985,Female,25,8,17,No,No,Yes,Garage,AA Finance,400,NZFULL,E,No,1,0,1,11915,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Hyundai,Santa Fe,171.7389429,-43.8815958,1498694.686,5140505.075
986,Male,29,11,18,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,63150,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,BMW,320d,171.7320398,-43.91696393,1498200.419,5136568.361
987,Male,36,18,18,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,9960,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Nissan,Tiida,174.8056609,-41.22568447,1751343.019,5434617.424
988,Male,32,11,21,No,No,No,Garage,AA Finance,400,NZFULL,F,No,0,0,0,140450,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Lexus,Gs F,174.7993213,-41.21716125,1750831.225,5435574.702
989,Female,40,19,21,No,No,No,Carport,NO,400,NZLEARNERS,B,No,1,1,1,18823,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Ford,Ranger,174.8301368,-41.22197212,1753403.259,5434986.662
990,Male,28,10,18,No,No,No,Garage,NO,400,NZFULL,E,No,0,0,0,31857,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mazda,Cx-3,174.8209613,-41.21842272,1752642.383,5435396.876
991,Male,36,13,23,No,No,No,Garage,AA Finance,400,NZFULL,J,No,0,0,0,28193,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Mazda,Mazda3,174.8313856,-41.2187339,1753515.514,5435343.969
992,Female,37,16,21,No,No,Yes,H,NO,400,NZFULL,H,No,3,1,3,22113,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Holden,Trax,174.8023242,-41.21919162,1751078.286,5435344.073
993,Female,18,0,18,No,No,No,Garage,NO,400,NZFULL,H,No,1,0,0,10167,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Toyota,Yaris,174.8280272,-41.22550132,1753218.182,5434598.567
994,Male,29,11,18,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,63150,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Ford,Mustang,174.7992715,-41.21239635,1750838,5436103.792
995,Male,67,47,20,No,No,No,Driveway,NO,400,NZLEARNERS,J,No,0,0,0,26163,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Kia,Sorento R,174.7972019,-41.22102752,1750644.68,5435149.14
996,Male,64,47,17,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,15640,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2010,Holden,Commodore,174.8024162,-41.20885167,1751109.8,5436491.865
997,Female,38,19,19,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,39257,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Ford,Transit,174.8026084,-41.20406833,1751136.924,5437022.581
998,Male,38,15,23,No,No,No,Garage,NO,400,NZFULL,D,No,0,0,0,12927,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Skoda,Octavia,174.8150565,-41.22617097,1752129.426,5434547.008
999,Female,32,13,19,No,No,No,Garage,NO,400,NZFULL,J,No,4,4,4,33253,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Kia,Sorento,174.7665455,-36.88034972,1757433.255,5916943.874
1000,Male,19,1,18,No,No,No,H,NO,400,NZFULL,F,No,0,0,0,13467,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Suzuki,Swift,174.7688238,-36.88926178,1757617.987,5915951.356
1001,Male,32,14,18,No,No,Yes,Driveway,NO,400,Australian,C,No,0,0,0,26173,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Audi,A4,174.7723156,-36.88598762,1757935.912,5916308.837
1002,Male,19,1,18,No,No,Yes,Garage,NO,400,NZFULL,J,No,0,0,0,44920,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Holden,Colorado,174.7679756,-36.90172282,1757516.778,5914570.252
1003,Male,22,3,19,No,No,Yes,Driveway,NO,400,NZFULL,C,No,0,0,0,16367,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Nissan,Pathfinder,174.7710029,-36.88254012,1757826.021,5916693.496
1004,Male,30,12,18,No,No,No,Driveway,NO,400,NZRESTRICTED,D,No,4,2,3,54683,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Toyota,Landcruiser Prado,174.7705174,-36.8712473,1757805.992,5917947.191
1005,Female,42,24,18,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,49400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Audi,Sq7,174.7694284,-36.86326178,1757725.341,5918834.95
1006,Male,25,7,18,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,17550,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Toyota,Yaris,174.7649734,-36.89937125,1757254.102,5914836.104
1007,Male,42,24,18,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,4650,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2002,Mazda,626,174.7692812,-36.90546568,1757625.408,5914152.839
1008,Male,20,1,19,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,25680,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Hyundai,Ix35,171.882053,-41.60807667,1506847.632,5393133.579
1009,Male,23,5,18,No,No,No,Garage,AA Finance,400,NZFULL,D,No,0,0,0,118100,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,BMW,640i,171.8822636,-41.60092318,1506854.891,5393928.013
1010,Male,36,16,20,No,No,No,Garage,NO,400,NZFULL,J,No,0,0,0,55950,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,BMW,X5,171.8813814,-41.60644408,1506789.32,5393314.11
1011,Male,19,1,18,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,44180,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Toyota,Landcruiser Prado,171.8837046,-41.59901652,1506972.239,5394141.252
1012,Male,71,49,22,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,22907,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Honda,Crz,171.8847582,-41.6095464,1507075.154,5392973.321
1013,Male,18,0,18,No,No,Yes,Carport,AA Finance,400,NZRESTRICTED,H,No,0,0,0,30500,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Ford,Ranger,171.880614,-41.607467,1506726.848,5393199.712
1014,Male,17,0,17,No,No,No,Garage,NO,400,NZFULL,F,No,1,0,1,28727,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Honda,Civic,171.8812435,-41.60418652,1506774.579,5393564.604
1015,Female,39,21,18,No,No,No,Garage,AA Finance,400,NZFULL,G,No,4,0,2,9730,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Holden,Barina,170.5330093,-45.85318655,1408472.293,4919304.657
1016,Male,50,29,21,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,11747,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2004,Mercedes-Benz,C230k,170.4637875,-45.85437177,1403102.463,4919004.506
1017,Male,29,11,18,No,No,No,H,NO,400,NZFULL,H,No,0,0,0,14217,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Suzuki,Swift,170.5106849,-45.85129812,1406732.599,4919460.641
1018,Female,59,42,17,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,23800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Toyota,Prius C,170.4702851,-45.8544461,1403607.153,4919012.26
1019,Female,24,5,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,34430,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2006,Land Rover,Defender,170.4877144,-45.8558453,1404965.135,4918899.557
1020,Male,56,38,18,No,No,No,Garage,NO,400,NZFULL,G,No,0,0,0,45300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Hyundai,Santa Fe,170.4856338,-45.86251597,1404826.971,4918153.351
1021,Male,23,5,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,15787,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Holden,Commodore,174.7275468,-36.73402475,1754250.764,5933241.378
